sample_id,text,true_keywords,keybert_keywords,keybert_precision,keybert_recall,keybert_f1,keybert_partial_match,keybert_map,keybert_ndcg,keybert_semantic_sim,tfidf_keywords,tfidf_precision,tfidf_recall,tfidf_f1,tfidf_partial_match,tfidf_map,tfidf_ndcg,tfidf_semantic_sim,textrank_keywords,textrank_precision,textrank_recall,textrank_f1,textrank_partial_match,textrank_map,textrank_ndcg,textrank_semantic_sim,hybrid_keywords,hybrid_precision,hybrid_recall,hybrid_f1,hybrid_partial_match,hybrid_map,hybrid_ndcg,hybrid_semantic_sim
88,Too big to fail until now Warming seas wrecking Great Barrier Reef s regrowth PARIS Rising sea temperatures have wrecked the Great Barrier Reef s ability to regrow researchers said Wednesday highlight...,great barrier reef; coral; climate change,corals measured year; reef has experienced; porpoises the study; warming hughes said; killed off numerous,0.0,0.0,0,0.2,0.0,0.0,0.68902314,,0,0,0,0,0.0,0.0,0,photosynthetic; configuration; international; unprecedented; temperatures,0.0,0.0,0.0,0.0,0.0,0.0,0.68774056,corals measured year; reef has experienced; summers of unusually; disturbance on scale; estimated 25 percent,0.0,0.0,0,0.2,0.0,0.0,0.67616796
89,Automated train in Yokohama crash continued moving 1 meter after slamming into buffer A driverless train that injured 14 people in Yokohama on Saturday after moving in the wrong direction continued mo...,yokohama; accidents; yokohama seaside line; rail,slamming into buffer; operator said monday; meter after slamming; after hitting buffer; crash occurred there,0.0,0.0,0,0.0,0.0,0.0,0.6512611,,0,0,0,0,0.0,0.0,0,transportation; investigating; circumstances; calculations; specifically,0.0,0.0,0.0,0.0,0.0,0.0,0.6782651,slamming into buffer; operator said monday; meter after slamming; after hitting buffer; crash occurred there,0.0,0.0,0,0.0,0.0,0.0,0.6512611
90,L S U Has Unblemished Record on Uneven Ground Before the Louisiana State Tigers even finished out September they had endured a hurricane and a bomb threat They had dismissed the star player Tyrann Mat...,Football; Louisiana State University; Miles Les; Football (College); Mettenberger Zach; College Athletics,still boasts defense; before the louisiana; summarized his mood; helped ambrose said; danielson said they,0.0,0.0,0,0.0,0.0,0.0,0.6103466,,0,0,0,0,0.0,0.0,0,congratulations; representative; mettenberger; championship; performances,0.0,0.0,0.0,0.2,0.0,0.0,0.65249157,tigers even finished; is falling perceived; still boasts defense; turned its attention; before the louisiana,0.0,0.0,0,0.0,0.0,0.0,0.58097047
91,Super Bowl Joe Flacco s Precision Typical of Elite Quarterbacks NEW ORLEANS Neither of Joe Flacco s two brothers was on the field in the Super Bowl on Sunday night Flacco the Baltimore Ravens quarterb...,Super Bowl; Joe Flacco; Ravens; 49ers; Football,after harbaugh fired; into frenzied lather; yards and touchdowns; he saw negotiations; beginning of flacco,0.0,0.0,0,0.0,0.0,0.0,0.6522643,,0,0,0,0,0.0,0.0,0,controversies; quarterbacks; interception; championship; professional,0.0,0.0,0.0,0.0,0.0,0.0,0.6742502,after harbaugh fired; into frenzied lather; the wunderkind colin; yards and touchdowns; preened sprinting up,0.0,0.0,0,0.0,0.0,0.0,0.6370595
92,Driverless trains back on track in Yokohama with drivers YOKOHAMA Automated trains in Yokohama resumed services Tuesday but with drivers in control three days after one of them reversed into a buffer ...,automation; yokohama seaside line; accidents,conducted test runs; indicated there had; on trains excluding; services after the; has not determined,0.0,0.0,0,0.0,0.0,0.0,0.58352256,,0,0,0,0,0.0,0.0,0,investigators; malfunctioned; circumstances; acceleration; substituting,0.0,0.0,0.0,0.0,0.0,0.0,0.75587636,services will resume; determined the cause; has seven driverless; reversed into buffer; ishii told reporters,0.0,0.0,0,0.0,0.0,0.0,0.5947676
93,Hawaii Minimum Wage to Rise Gov Neil Abercrombie on Friday approved a gradual increase in the state s minimum wage to 10 10 an hour The move makes Hawaii the latest in a string of Democratic dominated...,Hawaii; Minimum wage; Neil Abercrombie,legislatures the new; by hawaii lawmakers; hawaii lawmakers in; raising the minimum; hawaii minimum wage,0.0,0.0,0,0.6,0.0,0.0,0.6867358,,0,0,0,0,0.0,0.0,0,overwhelmingly; legislatures; abercrombie; legislation; california,0.0,0.0,0.0,0.2,0.0,0.0,0.69860995,legislatures the new; democratic dominated; or enact legislation; string of democratic; gov neil abercrombie,0.0,0.0,0,0.2,0.0,0.0,0.66003096
94,Winning Isn t Everything Check the Periphery COLLABORATION can be a powerful driver of innovation when it is done thoughtfully But thoughtfulness can be hard to achieve in a traditional corporate or a...,New York University; Tisch School of the Arts; Telephones and Telecommunications; Science and Technology,has proved indelible; their owners helpers; who serve primarily; networks ve learned; gauthier said they,0.0,0.0,0,0.0,0.0,0.0,0.58785397,,0,0,0,0,0.0,0.0,0,telecommunications; multidimensional; characteristics; rehabilitative; thoughtfulness,0.0,0.0,0.0,0.2,0.0,0.0,0.5129445,professor burns said; has proved indelible; their owners helpers; of professionals who; their personal items,0.0,0.0,0,0.0,0.0,0.0,0.60304344
95,Hurdles Are Still High for a New Fed Front Runner As the favorite to succeed Ben S Bernanke to lead the Federal Reserve Janet L Yellen faces no shortage of hurdles The first would be to win confirmati...,Federal Reserve; Unemployment; US Economy; Quantitative easing; Lawrence H Summers; Janet L Yellen; Barack Obama; Appointments and Executive Changes,handed his successor; said ian shepherdson; could become target; democrat who serves; because the sectors,0.0,0.0,0,0.0,0.0,0.0,0.62060916,,0,0,0,0,0.0,0.0,0,macroeconomics; administration; participation; unprecedented; congressional,0.0,0.0,0.0,0.0,0.0125,0.0,0.68335307,handed his successor; opposition ms yellen; said ian shepherdson; yellen enjoys strong; senators they should,0.0,0.0,0,0.0,0.0,0.0,0.6509269
96,Nissan to cancel plans to make X Trail SUV in U K with less than two months before scheduled EU exit Sky News LONDON Nissan Motor Co is canceling plans to make the next model of its X Trail sports uti...,nissan; sunderland; brexit; u.k .; carmakers,has suffered decades; traders said leaving; jobs and livelihoods; immediate job losses; industry halved last,0.0,0.0,0,0.0,0.0,0.0,0.6679554,,0,0,0,0,0.0,0.0,0,manufacturers; manufacturing; announcement; devastation; livelihoods,0.0,0.0,0.0,0.0,0.02,0.0,0.6487824,has suffered decades; traders said leaving; jobs and livelihoods; immediate job losses; industry halved last,0.0,0.0,0,0.0,0.0,0.0,0.6679554
97,China will prosecute graft and terror suspects even if they flee BEIJING China changed its law on Friday to allow judgments to be delivered in corruption and terror cases even when the suspects do not...,china; graft; courts; xi jinping; rights,issued the defendant; sensitive urgency in; subpoena would also; asking their family; years ago president,0.0,0.0,0,0.0,0.0,0.0,0.577387,,0,0,0,0,0.0,0.0,0,controversial; unimaginable; authorities; afghanistan; questioning,0.0,0.0,0.0,0.0,0.0,0.0,0.7076043,issued the defendant; security laws having; terror suspects even; senior lawmaker said; sensitive urgency in,0.0,0.0,0,0.0,0.0,0.0,0.6151001
98,Venezuelan general calls for military uprising against Maduro CARACAS A Venezuelan air force general has called on his country s armed forces to rise up against President Nicolas Maduro who remains in...,venezuela; military; juan guaido; ramon rangel . nicolas maduro,appeal issued sunday; country armed forces; allegiance to guaido; appeared in civilian; juliac tweet carried,0.0,0.0,0,0.0,0.0,0.0,0.6920743,,0,0,0,0,0.0,0.0,0,international; specifically; venezuelan; allegiance; revolution,0.0,0.0,0.0,0.2,0.0,0.0,0.74156225,appeal issued sunday; country armed forces; allegiance to guaido; assembly speaker who; appeared in civilian,0.0,0.0,0,0.0,0.0,0.0,0.6789603
99,Abe Cabinet survives no confidence motion in Lower House over handling of pension report A no confidence motion against the Cabinet of Prime Minister Shinzo Abe was voted down Tuesday in the House of ...,cabinet; shinzo abe; diet; sdp; jcp; dpp; cdp,abe cabinet survives; last ditch offensive; japan the democratic; explain the pension; the current pension,0.0,0.0,0,0.2,0.0,0.0,0.6746074,,0,0,0,0,0.0,0.0,0,representatives; responsibility; administration; accountability; sustainability,0.0,0.0,0.0,0.0,0.0,0.0,0.63035965,submitted the motion; abe cabinet survives; last ditch offensive; japan the democratic; ldp deputy secretary,0.0,0.0,0,0.2,0.0,0.0,0.67042196
